,carat,cut,color,clarity,depth,table,price,x,y,z
1451,0.44,Very Good,E,VS1,59.7,59.0,1090,4.94,5.01,2.97
1452,1.01,Ideal,G,SI2,61.5,57.0,4783,6.43,6.45,3.96
1453,0.9,Very Good,H,SI1,62.3,58.0,3595,6.16,6.19,3.85
1454,0.51,Very Good,G,VVS2,63.1,58.0,1974,5.11,5.07,3.21
1455,0.24,Good,F,VS1,60.8,64.0,373,3.96,4.0,2.42
1456,0.27,Ideal,G,VS2,61.6,54.0,490,4.17,4.2,2.58
1457,0.35,Premium,G,VS1,62.3,59.0,906,4.53,4.49,2.81
1458,1.01,Very Good,I,SI1,62.1,58.0,3888,6.38,6.44,3.98
1459,0.7,Very Good,F,SI1,61.7,61.0,2230,5.67,5.7,3.51
1460,0.71,Ideal,E,SI1,61.7,55.0,3376,5.73,5.77,3.55
1461,0.32,Ideal,F,IF,61.3,57.0,943,4.42,4.46,2.72
1462,0.71,Ideal,E,VS2,61.8,57.0,2654,5.73,5.7,3.53
1463,0.4,Premium,D,SI1,60.8,59.0,990,4.8,4.77,2.91
1464,0.82,Ideal,G,VVS2,62.1,56.0,4130,5.97,6.01,3.72
1465,1.2,Very Good,J,VS1,62.9,60.0,5226,6.64,6.69,4.19
1466,1.5,Good,J,VS2,63.6,58.0,7177,7.2,7.23,4.59
1467,1.04,Ideal,E,SI2,61.4,56.0,4804,6.5,6.56,4.01
1468,0.33,Premium,D,SI1,60.4,60.0,608,4.41,4.46,2.68
1469,0.72,Very Good,D,VS2,61.0,59.0,2697,5.74,5.77,3.51
1470,0.54,Very Good,E,VS1,61.7,58.0,1676,5.24,5.27,3.24
1471,0.41,Ideal,H,IF,61.8,55.0,1100,4.79,4.82,2.97
1472,0.53,Ideal,F,SI2,62.2,53.0,1078,5.19,5.22,3.24
1473,1.5,Very Good,I,VS1,,59.0,9519,7.19,7.26,4.53
1474,0.7,Very Good,I,VVS1,61.6,58.0,2390,5.69,5.71,3.51
1475,2.01,Very Good,H,,60.5,61.0,16140,8.09,8.14,4.91
1476,0.7,Very Good,F,SI1,63.2,56.0,2100,5.61,5.5,3.51
1477,0.56,Ideal,G,VVS1,62.0,56.0,2202,5.28,5.3,3.28
1478,0.72,Ideal,I,VS2,60.3,57.0,3391,5.82,5.86,3.52
1479,1.21,Good,J,IF,62.1,60.0,6299,6.81,6.87,4.25
1480,0.33,Premium,G,VS1,61.6,58.0,666,4.39,4.44,2.72
1481,2.03,Ideal,G,SI2,61.5,57.0,12154,8.15,8.07,4.99
1482,0.91,Good,G,VVS2,64.1,58.0,4543,6.06,6.1,3.9
1483,0.52,Ideal,E,VVS2,62.3,57.0,2116,5.12,5.15,3.2
1484,0.51,Ideal,D,SI1,62.9,57.0,1574,5.12,5.09,3.21
1485,1.74,Premium,D,SI2,61.9,58.0,12052,7.73,7.67,4.77
1486,0.41,Premium,F,SI2,59.0,58.0,604,4.87,4.89,2.88
1487,1.32,Ideal,G,VS2,61.1,57.0,9408,7.07,7.13,4.34
1488,1.01,Very Good,E,SI2,62.2,58.0,4575,6.36,6.43,3.98
1489,1.13,Ideal,G,VS2,62.7,56.0,7016,6.65,6.61,4.16
1490,0.4,Premium,F,VS1,62.6,58.0,1050,4.72,4.68,2.94
1491,0.39,Premium,D,VVS2,61.1,60.0,1232,4.66,4.7,2.86
1492,0.32,Ideal,E,VS2,62.0,55.0,702,4.38,4.46,2.74
1493,0.5,Fair,E,SI1,61.7,68.0,1238,5.09,5.03,3.12
1494,0.73,Ideal,G,VVS2,61.9,55.0,2919,5.83,5.77,3.59
1495,2.48,Premium,I,SI1,61.0,60.0,16715,8.68,8.61,5.27
1496,0.55,Ideal,G,SI1,61.7,58.0,1417,5.27,5.29,3.26
1497,0.71,Premium,E,SI1,62.7,56.0,2743,5.71,5.64,3.56
1498,0.43,Very Good,F,VS2,62.5,60.0,804,4.81,4.86,3.02
1499,2.04,Premium,F,SI2,60.2,58.0,18066,8.17,8.24,4.94
1500,1.21,Premium,H,SI1,62.5,58.0,5948,6.75,6.72,4.21
1501,0.55,Premium,D,VVS2,61.2,57.0,2366,5.3,5.26,3.23
1502,0.55,Ideal,F,VS2,61.7,57.0,1819,5.29,5.24,3.25
1503,0.38,Ideal,G,VS2,61.2,55.0,778,4.69,4.72,2.88
1504,0.38,Ideal,H,VS2,62.2,54.0,703,4.64,4.68,2.9
1505,0.93,Ideal,G,SI1,62.2,58.0,4666,6.2,6.24,3.87
1506,0.72,Ideal,E,VS2,60.8,56.0,3601,5.78,5.82,3.53
1507,1.23,Ideal,H,VS2,62.8,56.0,7900,6.76,6.84,4.27
1508,1.31,Premium,G,VS1,61.5,59.0,9891,7.0,7.06,4.32
1509,0.9,Very Good,E,SI2,61.1,58.0,3902,6.12,6.26,3.78
1510,1.01,Very Good,F,VS1,62.6,56.0,8081,6.39,6.36,3.99
1511,0.71,Ideal,E,VS2,59.5,57.0,2982,5.86,5.83,3.48
1512,0.53,Ideal,G,VS1,61.5,57.0,1615,5.26,5.21,3.22
1513,0.71,Very Good,J,SI1,59.1,61.0,1861,5.82,5.85,3.45
1514,2.14,Ideal,I,VS2,62.2,57.0,13844,8.22,8.19,5.1
1515,1.21,Very Good,J,VS2,60.9,58.0,4816,6.86,6.91,4.19
1516,0.72,Ideal,E,VS2,61.1,56.0,3601,5.78,5.81,3.54
1517,0.38,Ideal,G,SI2,62.8,57.0,566,4.58,4.59,2.88
1518,1.21,Premium,F,VS2,60.1,55.0,8870,7.01,6.91,4.18
1519,0.79,Very Good,F,VS1,58.6,57.0,3398,6.08,6.14,3.58
1520,1.57,Premium,J,SI2,59.6,56.0,6031,7.59,7.5,4.5
1521,1.29,Premium,D,SI2,59.4,62.0,6935,7.06,6.99,4.17
1522,0.52,Ideal,E,VS2,61.3,55.0,1712,5.18,5.2,3.18
1523,0.4,Premium,F,VS1,61.4,58.0,982,4.73,4.75,2.91
1524,0.87,Ideal,G,I1,61.5,57.0,1827,6.09,6.04,3.73
1525,0.3,Ideal,D,VVS2,61.6,56.0,1041,4.32,4.35,2.67
1526,1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8
1527,0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61
1528,0.64,Fair,F,VS2,57.0,62.5,2063,5.67,5.78,3.26
1529,1.02,Very Good,E,VVS1,62.6,56.0,9498,6.35,6.5,4.02
1530,1.01,Very Good,J,SI1,63.3,55.0,4133,6.34,6.32,4.01
1531,1.51,Very Good,J,SI2,62.8,59.0,6773,7.23,7.26,4.55
1532,0.33,Premium,G,VS1,62.4,59.0,666,4.41,4.47,2.77
1533,1.51,Ideal,G,VS1,62.8,56.0,13811,7.29,7.24,4.56
1534,0.61,Premium,F,VVS1,61.8,59.0,2753,5.48,5.4,3.36
1535,0.53,Ideal,I,SI1,61.6,56.6,1127,5.19,5.21,3.21
1536,0.3,Ideal,I,VS2,62.1,58.0,389,4.27,4.29,2.66
1537,0.3,Premium,G,VS1,59.6,59.0,605,4.34,4.38,2.6
1538,1.5,Ideal,G,VS1,61.8,56.0,13377,7.38,7.31,4.54
1539,0.32,Very Good,D,VVS2,61.1,59.0,804,4.39,4.42,2.69
1540,0.31,Premium,I,VVS2,62.1,58.0,544,4.3,4.33,2.68
1541,0.3,Ideal,F,VS1,62.0,55.0,844,4.34,4.3,2.68
1542,0.91,Ideal,E,SI1,60.7,56.0,3665,6.26,6.22,3.79
1543,0.66,Very Good,H,VS2,60.9,57.0,1841,5.63,5.65,3.43
1544,0.9,Ideal,F,SI2,61.9,57.0,4593,6.13,6.18,3.81
1545,2.01,Premium,J,SI1,60.3,56.0,11188,8.02,7.96,4.82
1546,2.01,Very Good,H,SI1,63.5,57.0,14725,7.96,7.88,5.03
1547,0.7,Good,H,VS2,59.1,65.0,2234,5.75,5.85,3.43
1548,1.21,Premium,J,VS2,61.9,59.0,5096,6.84,6.77,4.21
1549,0.95,Very Good,D,SI2,60.1,61.0,4418,6.35,6.37,3.82
1550,0.58,Very Good,F,SI1,62.2,57.0,1440,5.32,5.36,3.32
1551,1.03,Premium,I,SI1,58.4,60.0,3288,6.6,6.58,3.85
1552,0.55,Ideal,E,VVS2,61.9,56.0,2374,5.25,5.29,3.26
1553,0.27,Very Good,D,VS2,63.0,57.0,419,4.06,4.1,2.57
1554,1.0,Very Good,F,VS1,62.9,56.0,6468,6.38,6.43,4.03
1555,0.77,Very Good,I,VS1,62.6,55.0,2501,5.85,5.9,3.68
1556,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68
1557,0.9,Good,E,VS1,62.7,58.0,5201,6.07,6.12,3.82
1558,1.5,Fair,I,SI2,70.1,58.0,4328,6.96,6.85,4.84
1559,0.37,Premium,H,VVS2,61.3,58.0,746,4.6,4.63,2.83
1560,0.3,Premium,H,VVS1,62.0,59.0,878,4.29,4.26,2.65
1561,2.05,Ideal,F,SI2,62.2,57.0,12743,8.19,8.12,5.07
1562,1.2,Premium,G,VS1,61.4,60.0,8596,6.86,6.81,4.2
1563,0.38,Premium,I,SI1,60.5,58.0,581,4.67,4.72,2.84
1564,0.31,Premium,E,VVS1,61.8,59.0,789,4.31,4.33,2.67
1565,0.31,Ideal,G,VVS1,62.1,55.0,789,4.33,4.36,2.7
1566,0.46,Ideal,H,VS2,61.5,55.0,1252,4.98,5.01,3.07
1567,1.97,Premium,F,SI2,61.1,58.0,14542,8.11,8.05,4.94
1568,1.07,Very Good,D,IF,60.9,58.0,18114,6.57,6.67,4.03
1569,1.5,Good,J,SI2,63.6,57.0,6750,7.3,7.23,4.62
1570,0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77
1571,0.8,Ideal,G,VVS2,62.6,54.0,4146,5.9,5.97,3.71
1572,1.0,Good,G,SI1,63.1,56.0,4218,6.31,6.41,4.01
1573,1.29,Premium,F,VS1,60.9,58.0,10530,7.01,6.97,4.26
1574,1.0,Ideal,G,VS2,62.3,56.0,5887,6.37,6.41,3.98
1575,0.54,Ideal,G,SI1,61.7,55.0,1187,5.24,5.27,3.24
1576,1.2,Very Good,F,VVS2,63.8,58.0,10173,6.67,6.69,4.26
1577,0.44,Ideal,G,VVS1,61.8,55.0,1294,4.91,4.86,3.02
1578,0.54,Very Good,H,SI2,62.7,59.0,1099,5.17,5.2,3.25
1579,1.51,Premium,D,SI1,61.1,60.0,12261,7.37,7.32,4.49
1580,1.2,Ideal,H,VS2,62.6,56.0,6586,6.76,6.73,4.22
1581,0.39,Fair,E,VS2,65.4,57.0,1049,4.61,4.54,2.99
1582,0.8,Very Good,J,SI1,,56.0,2224,5.94,5.98,3.67
1583,0.31,Premium,G,VS2,61.2,59.0,471,4.36,4.4,2.68
1584,0.7,Very Good,F,SI1,63.3,59.0,2264,5.57,5.62,3.54
1585,1.06,Premium,H,SI1,61.0,58.0,5075,6.61,6.57,4.02
1586,0.32,Ideal,G,VVS2,61.5,57.0,936,4.43,4.39,2.71
1587,0.9,Ideal,D,SI1,62.4,55.0,5656,6.15,6.19,3.85
1588,0.3,Good,E,VVS2,63.0,58.0,622,4.27,4.34,2.71
1589,1.53,Premium,H,VVS2,60.4,60.0,11982,7.41,7.46,4.49
1590,0.4,Very Good,D,VVS2,62.6,55.0,1168,4.7,4.72,2.95
1591,1.13,Premium,I,SI1,61.7,58.0,4113,6.66,6.62,4.1
1592,1.09,Very Good,G,SI2,62.1,57.0,4591,6.58,6.63,4.1
1593,0.36,Ideal,D,VS1,61.7,55.0,1131,4.58,4.6,2.83
1594,1.76,Ideal,I,VS1,62.0,57.0,11616,7.71,7.74,4.79
1595,0.35,Ideal,D,SI2,62.2,56.0,669,4.55,4.52,2.82
1596,0.24,Good,F,VVS1,58.3,57.0,552,4.1,4.14,2.4
1597,0.59,Ideal,F,VVS2,61.2,56.0,2345,5.45,5.43,3.33
1598,1.0,Very Good,H,SI1,62.7,59.0,4702,6.3,6.37,3.97
1599,0.32,Ideal,G,VVS1,62.0,57.0,842,4.38,4.42,2.73
1600,0.75,Ideal,G,VS2,61.6,55.0,3073,5.86,5.89,3.62
1601,0.91,Very Good,E,SI1,62.4,57.0,4211,6.11,6.23,3.85
1602,1.23,Ideal,F,SI2,61.9,56.0,5163,6.89,6.93,4.28
1603,0.37,Premium,D,VVS1,61.4,58.0,1069,4.63,4.65,2.85
1604,1.06,Ideal,F,VVS2,61.3,57.0,9547,6.56,6.59,4.03
1605,0.36,Premium,I,VS1,62.0,59.0,568,4.53,4.6,2.83
1606,2.01,Premium,G,VS2,60.6,59.0,17057,8.16,8.12,4.93
1607,0.31,Ideal,F,VS2,,55.0,591,4.35,4.39,2.68
1608,1.41,Good,D,SI2,63.9,60.0,7501,7.08,7.0,4.5
1609,0.35,Ideal,F,SI1,62.5,54.0,748,4.52,4.5,2.82
1610,0.81,Ideal,J,VS2,62.1,56.0,2708,5.92,5.97,3.69
1611,0.53,Ideal,G,VVS2,61.5,56.0,1881,5.18,5.22,3.2
1612,0.96,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98
1613,0.73,Ideal,H,SI2,62.3,56.0,2278,5.78,5.72,3.58
1614,0.4,Ideal,E,VS1,61.2,55.0,1005,4.79,4.76,2.92
1615,0.72,Ideal,D,VS1,61.6,56.0,3522,5.73,5.8,3.55
1616,0.8,Very Good,D,SI1,62.9,60.0,3502,5.89,5.94,3.72
1617,0.46,Good,F,IF,57.5,58.0,1806,5.12,5.18,2.96
1618,1.24,Ideal,H,SI2,62.0,56.0,5797,6.87,6.9,4.27
1619,0.8,Ideal,E,VS1,61.8,56.0,5007,5.92,5.96,3.67
1620,1.01,Premium,F,SI2,61.0,60.0,4197,6.48,6.44,3.94
1621,1.16,Ideal,D,SI2,62.1,54.0,5898,6.79,6.74,4.2
1622,1.23,Ideal,G,VVS1,63.2,56.0,10113,6.78,6.83,4.3
1623,1.13,Ideal,H,SI1,61.9,60.0,5911,6.63,6.65,4.11
1624,1.09,Ideal,G,SI2,61.7,57.0,4733,6.57,6.62,4.07
1625,2.03,Premium,J,SI2,61.6,58.0,12268,8.12,8.15,5.01
1626,0.7,Good,H,VS2,64.1,58.0,2137,5.51,5.57,3.55
1627,1.01,Good,E,SI2,63.9,58.0,3546,6.31,6.37,4.05
1628,0.36,Premium,D,VS2,61.0,58.0,1094,4.62,4.59,2.81
1629,0.72,Ideal,F,SI2,61.7,55.0,2298,5.79,5.75,3.56
1630,0.4,Ideal,E,SI1,60.5,57.0,737,4.77,4.81,2.9
1631,0.3,Ideal,E,SI1,61.6,54.0,499,4.32,4.35,2.67
1632,0.53,Ideal,E,VVS2,60.5,57.0,2456,5.24,5.28,3.18
1633,0.37,Premium,E,VVS2,60.9,59.0,844,4.61,4.65,2.82
1634,0.7,Very Good,G,SI1,,56.0,2310,5.66,5.75,3.52
1635,0.36,Ideal,I,VVS1,61.6,56.0,607,4.58,4.61,2.83
1636,1.01,Ideal,E,SI2,62.0,56.0,4694,6.46,6.42,3.99
1637,0.32,Very Good,H,SI1,61.8,56.0,482,4.38,4.41,2.71
1638,1.24,Ideal,H,VS1,63.0,56.0,7222,6.87,6.82,4.31
1639,1.5,Very Good,E,SI1,60.8,58.0,11688,7.32,7.36,4.46
1640,2.13,Premium,H,SI2,62.3,57.0,17073,8.24,8.16,5.11
1641,0.5,Very Good,I,SI1,62.8,60.0,1054,5.04,5.08,3.18
1642,2.0,Very Good,I,SI2,59.5,61.0,13892,8.16,8.18,4.86
1643,0.56,Ideal,D,SI2,61.0,57.0,1399,5.3,5.34,3.24
1644,0.33,Ideal,G,VS2,62.3,55.0,579,4.42,4.47,2.77
1645,0.35,Premium,D,VS2,62.0,58.0,829,4.54,4.56,2.82
1646,0.65,Ideal,G,VVS1,61.9,56.0,3248,5.56,5.59,3.45
1647,0.37,Ideal,D,VS2,61.6,56.0,876,4.59,4.63,2.84
1648,0.7,Ideal,E,SI1,62.3,57.0,2459,5.67,5.7,3.54
1649,1.06,Ideal,E,VS2,,55.0,7788,6.59,6.51,4.05
1650,1.02,Premium,H,VS2,61.7,58.0,5426,6.45,6.41,3.97
1651,0.31,Very Good,H,VS1,62.9,58.0,544,4.31,4.34,2.72
1652,1.14,Very Good,J,VS1,60.0,60.0,4702,6.76,6.81,4.07
1653,0.3,Very Good,G,VVS2,62.7,56.0,684,4.24,4.31,2.68
1654,0.53,Ideal,F,SI1,,57.0,1363,5.18,5.15,3.25
1655,1.52,Good,F,SI2,58.2,60.0,9028,7.52,7.63,4.41
1656,0.76,Premium,E,SI1,61.8,58.0,2789,5.82,5.86,3.61
1657,0.49,Premium,G,SI1,62.4,58.0,1072,5.05,4.99,3.13
1658,0.31,Premium,F,VS2,59.4,58.0,583,4.37,4.45,2.62
1659,2.0,Fair,I,SI2,67.7,57.0,10483,7.88,7.64,5.26
1660,1.53,Very Good,F,SI1,62.0,56.0,11267,7.39,7.47,4.61
1661,1.01,Ideal,F,SI2,60.4,59.0,5020,6.48,6.51,3.92
1662,0.65,Fair,F,VS2,58.3,64.0,1881,5.7,5.62,3.3
1663,0.63,Ideal,E,VS2,62.1,56.0,2205,5.49,5.52,3.42
1664,0.54,Ideal,E,VS2,61.8,55.0,1684,5.26,5.22,3.24
1665,0.41,Ideal,F,VVS1,62.3,55.0,1356,4.79,4.74,2.97
1666,1.01,Good,G,SI1,60.7,59.0,4672,6.35,6.4,3.87
1667,0.63,Very Good,H,VS1,61.1,57.0,1991,5.5,5.54,3.37
1668,0.58,Very Good,E,SI1,59.6,57.0,1453,5.41,5.42,3.23
1669,2.05,Premium,E,SI2,59.7,59.0,17237,8.39,8.27,4.97
1670,0.57,Ideal,G,SI1,62.2,55.0,1441,5.33,5.35,3.32
1671,1.71,Good,I,VS2,58.0,60.0,11250,7.85,7.9,4.57
1672,1.04,Very Good,G,VS2,61.4,63.0,5353,6.51,6.55,4.01
1673,0.3,Good,H,VS1,63.4,53.0,526,4.25,4.3,2.71
1674,0.41,Ideal,F,VVS1,60.3,56.0,1356,4.85,4.8,2.91
1675,2.0,Premium,J,SI1,62.2,59.0,12308,7.97,7.92,4.94
1676,0.23,Ideal,G,VVS1,61.5,57.0,536,3.94,3.97,2.43
1677,0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8
1678,0.7,Ideal,E,VS1,62.1,56.0,3472,5.7,5.66,3.53
1679,1.03,Ideal,J,SI1,61.7,56.0,4395,6.49,6.53,4.02
1680,0.4,Ideal,G,VVS1,61.4,55.0,1123,4.72,4.76,2.91
1681,1.0,Good,J,VS2,64.3,59.0,3580,6.27,6.21,4.01
1682,1.34,Very Good,H,VVS2,59.7,60.0,9735,7.19,7.22,4.3
1683,0.71,Ideal,G,SI1,61.6,56.0,2649,5.73,5.76,3.54
1684,0.32,Premium,E,SI1,61.2,58.0,672,4.42,4.37,2.69
1685,0.58,Ideal,J,VS2,60.9,57.0,1324,5.38,5.4,3.28
1686,1.0,Premium,I,VS1,60.1,62.0,3763,6.5,6.47,3.9
1687,0.37,Very Good,H,VVS2,62.2,59.0,746,4.54,4.56,2.83
1688,1.07,Very Good,D,VS2,62.4,57.0,7415,6.51,6.59,4.09
1689,1.36,Premium,I,VS1,62.0,59.0,7592,7.1,7.06,4.39
1690,0.9,Very Good,E,SI2,62.4,57.0,3662,6.13,6.17,3.84
1691,1.7,Premium,G,VS2,59.0,58.0,15941,7.85,7.8,4.62
1692,0.7,Premium,H,SI1,60.0,60.0,2331,5.79,5.72,3.5
1693,0.5,Good,F,VS2,,64.0,1409,5.12,5.1,3.11
1694,1.02,Premium,F,SI2,60.3,59.0,4318,6.53,6.5,3.93
1695,0.32,Ideal,I,VVS2,61.5,56.0,561,4.4,4.42,2.71
1696,0.32,Premium,G,VS1,62.1,58.0,645,4.37,4.39,2.72
1697,0.54,Ideal,F,VS2,63.0,57.0,1837,5.22,5.18,3.28
1698,0.91,Very Good,H,SI1,63.4,55.0,3082,6.18,6.15,3.91
1699,1.2,Good,I,VS1,57.8,61.0,5570,7.02,6.96,4.04
1700,0.53,Ideal,F,IF,62.4,55.0,2447,5.2,5.19,3.24
1701,0.7,Good,F,SI2,58.1,61.0,2020,5.76,5.8,3.36
1702,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59
1703,1.67,Premium,H,SI2,61.6,57.0,9625,7.66,7.61,4.7
1704,2.0,Very Good,I,SI1,63.6,57.0,14057,7.9,7.99,5.05
1705,0.32,Premium,H,VVS1,62.5,58.0,936,4.37,4.33,2.72
1706,1.09,Good,H,SI1,62.4,64.0,4700,6.61,6.51,4.09
1707,0.32,Ideal,G,VVS1,61.1,55.0,796,4.46,4.48,2.73
1708,1.01,Fair,H,SI1,64.5,59.0,3869,6.27,6.23,4.03
1709,0.97,Very Good,F,SI2,59.6,59.0,3977,6.41,6.47,3.84
1710,0.6,Ideal,H,SI1,61.4,55.0,1766,5.46,5.49,3.36
1711,1.06,Ideal,G,VS2,61.9,54.0,6890,6.54,6.58,4.06
1712,0.31,Ideal,E,VVS2,61.0,56.0,816,4.39,4.43,2.69
1713,0.7,Fair,J,VS2,64.6,58.0,1672,5.58,5.56,3.6
1714,0.52,Ideal,D,SI1,61.8,57.0,1600,5.14,5.19,3.19
1715,0.41,Ideal,G,SI1,61.6,57.0,1110,4.77,4.81,2.95
1716,2.31,Premium,J,VS1,62.3,61.0,17451,8.55,8.43,5.29
1717,0.54,Ideal,H,VVS1,61.2,57.0,1814,5.25,5.21,3.2
1718,0.36,Premium,F,VVS2,62.7,58.0,983,4.55,4.51,2.84
1719,0.55,Premium,D,SI1,60.7,58.0,1819,5.3,5.24,3.2
1720,0.33,Premium,I,VVS2,61.0,59.0,579,4.41,4.44,2.7
1721,1.64,Premium,F,SI1,61.3,58.0,12821,7.65,7.59,4.67
1722,0.28,Ideal,F,SI1,60.6,55.0,481,4.26,4.3,2.6
1723,1.01,Good,E,SI2,63.2,59.0,4479,6.34,6.38,4.02
1724,0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49
1725,0.77,Very Good,I,VS2,63.4,58.0,2262,5.81,5.74,3.66
1726,0.38,Very Good,G,VS1,61.9,54.0,693,4.65,4.69,2.89
1727,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45
1728,1.51,Good,I,VS1,62.0,56.0,9569,7.23,7.29,4.5
1729,0.54,Ideal,F,SI2,61.8,56.0,1065,5.26,5.29,3.26
1730,0.31,Premium,G,VS1,62.9,58.0,802,4.35,4.3,2.72
1731,0.34,Ideal,E,IF,62.0,56.0,1243,4.5,4.47,2.78
1732,0.38,Very Good,J,VS2,60.5,60.0,566,4.64,4.68,2.82
1733,1.2,Very Good,J,SI1,60.5,59.0,4455,6.79,6.84,4.12
1734,0.52,Ideal,E,SI1,62.1,54.0,1341,5.17,5.2,3.22
1735,1.26,Ideal,F,VS2,61.5,56.0,10709,6.97,7.01,4.3
1736,0.33,Ideal,F,VS2,62.3,55.0,666,4.42,4.47,2.77
1737,0.36,Ideal,I,,61.8,55.0,735,4.58,4.61,2.84
1738,0.76,Ideal,H,SI2,63.0,56.0,2288,5.81,5.84,3.67
1739,0.9,Premium,I,SI2,62.5,58.0,2948,6.15,6.1,3.83
1740,0.7,Very Good,E,SI1,62.9,57.0,2349,5.6,5.66,3.54
1741,0.51,Premium,D,SI2,60.2,58.0,1109,5.24,5.2,3.14
1742,2.01,Very Good,H,SI2,62.2,63.0,12423,8.01,7.93,4.96
1743,1.02,Good,D,SI2,64.1,58.0,4459,6.25,6.32,4.03
1744,1.05,Premium,H,SI1,61.9,58.0,4692,6.5,6.45,4.01
1745,1.01,Very Good,G,VVS2,63.2,59.0,7665,6.38,6.34,4.02
1746,0.43,Premium,D,SI1,60.1,58.0,830,4.89,4.93,2.95
1747,1.22,Very Good,I,VS2,63.3,57.0,5979,6.74,6.82,4.29
1748,0.3,Premium,D,VS2,61.0,60.0,710,4.29,4.33,2.63
1749,1.01,Premium,G,SI1,60.2,59.0,5232,6.54,6.49,3.92
1750,1.78,Ideal,F,VS2,60.9,56.0,18128,7.85,7.88,4.79
1751,1.08,Good,F,SI2,58.0,61.0,4391,6.72,6.77,3.91
1752,0.74,Very Good,G,SI1,62.2,59.0,2762,5.73,5.82,3.59
1753,0.36,Ideal,G,VVS2,61.5,55.0,794,4.58,4.62,2.83
1754,0.4,Very Good,E,VS2,59.4,58.0,770,4.78,4.82,2.85
1755,1.51,Very Good,F,VS2,61.1,59.0,14165,7.32,7.37,4.49
1756,0.45,Ideal,E,VVS2,61.6,56.0,1817,4.96,4.98,3.06
1757,0.39,Ideal,F,VS2,62.1,53.0,828,4.73,4.77,2.95
1758,2.0,Fair,D,SI1,64.8,58.0,15540,7.98,7.89,5.14
1759,1.12,Premium,H,SI1,61.6,59.0,5363,6.67,6.63,4.1
1760,0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74
1761,1.0,Premium,G,SI2,62.7,59.0,4170,6.36,6.3,3.97
1762,1.7,Premium,I,SI1,59.7,60.0,10501,7.77,7.72,4.62
1763,0.33,Ideal,E,,60.9,56.0,984,4.46,4.48,2.72
1764,0.77,Ideal,J,VS2,61.4,55.0,2159,5.9,5.95,3.64
1765,1.01,Ideal,E,SI1,61.8,56.0,5132,6.46,6.51,4.01
1766,0.52,Premium,G,VS2,62.0,58.0,1577,5.2,5.16,3.21
1767,1.12,Ideal,H,SI1,60.7,56.0,5457,6.74,6.7,4.08
1768,1.08,Ideal,F,VVS2,61.6,57.0,10046,6.57,6.6,4.06
1769,0.71,Ideal,D,VS1,62.2,55.0,3136,5.74,5.71,3.56
1770,0.52,Good,E,SI2,63.7,56.0,1229,5.15,5.12,3.27
1771,1.65,Very Good,H,VS1,62.0,58.0,12773,7.56,7.66,4.72
1772,0.73,Ideal,D,,60.2,56.0,2632,5.86,5.94,3.55
1773,0.9,Fair,D,SI1,60.4,61.0,3812,6.24,6.22,3.76
1774,1.28,Good,G,SI2,63.6,57.0,4679,6.78,6.73,4.29
1775,0.35,Ideal,G,IF,62.6,57.0,979,4.51,4.53,2.82
1776,1.51,Ideal,J,SI1,62.6,54.0,8888,7.26,7.35,4.57
1777,1.57,Ideal,H,SI1,61.8,55.0,9416,7.47,7.51,4.63
1778,1.02,Very Good,G,SI1,62.8,57.0,4964,6.35,6.38,4.0
1779,1.54,Good,I,SI2,57.9,62.0,5989,7.63,7.5,4.38
1780,1.0,Very Good,D,VS2,63.6,56.0,7717,6.3,6.35,4.02
1781,1.0,Very Good,E,SI1,61.0,61.0,4719,6.4,6.45,3.92
1782,0.52,Ideal,G,VVS2,61.6,54.0,1958,5.17,5.22,3.2
1783,0.56,Fair,F,VS2,57.0,67.0,1814,5.49,5.36,3.09
1784,1.0,Fair,D,SI2,65.6,66.0,3767,6.1,6.01,3.97
1785,0.71,Ideal,H,VS2,61.4,57.0,2522,5.71,5.75,3.52
1786,0.71,Ideal,G,VVS1,61.2,56.0,4015,5.75,5.81,3.54
1787,2.05,Premium,I,,62.0,58.0,9850,8.13,8.08,5.02
1788,1.44,Premium,E,I1,61.1,62.0,5161,7.23,7.15,4.39
1789,0.43,Premium,E,SI2,61.8,60.0,882,4.85,4.83,2.99
1790,0.56,Premium,E,VS2,61.1,59.0,1552,5.27,5.34,3.24
1791,0.51,Premium,F,VS2,61.1,58.0,2203,5.19,5.16,3.16
1792,0.35,Ideal,F,VVS1,61.3,55.0,1096,4.55,4.58,2.8
1793,0.35,Premium,E,VVS1,60.7,59.0,1116,4.58,4.55,2.77
1794,0.27,Ideal,F,VS2,60.3,56.0,577,4.24,4.27,2.56
1795,0.24,Ideal,E,VVS1,60.9,56.0,752,4.01,4.04,2.45
1796,0.53,Ideal,H,SI1,61.0,56.0,1268,5.23,5.26,3.2
